longitude,latitude,Altitude(m),Precipitation(mm),Average Temperature (°„C),pH,TN(g/kg-1),AP (mg/kg-1),AK(mg/kg-1),SOC(%),Large-leaved variety,Medium-leaved variety,small-leaved variety,Years of planting,Replicates,mineral fertilizer,organic fertilizer,controlled-released fertilizer,mix fertilizer,N quantity(kg/y/hm2),P2O5 quantity(kg/y/hm2),K2O quantity(kg/y/hm2),organic fertilizer quantity(kg`y/hm2),optimized_target,original_target,improvement
119.38,26.68,1021.4859248391479,1457.7112986061468,22.288140733070456,4.739137921027908,0.17,535.6154565490111,178.56930350501543,1.6396502974680103,0,1,0,16.476225976294565,3.7848799951569014,0,1,0,0,344.58795939445076,180.6207468343335,348.26107667932223,16703.33569149275,496.6259476141476,366.33,130.29594761414762
101.62,22.62,1363,1330,19.9,4.4,0.2,27.2,179.5,3.02,1,0,0,9,3,1,0,0,0,0,0,0,0,554.74,554.74,0
119.38,28.58,1096.3810565326557,1842.289526107285,16.092963028900613,5.635136423379528,2.2965541115568833,473.6855836928458,228.764644005385,1.5250281427952201,0,1,0,5.698569942438834,3.539704755512637,1,0,0,0,91.01866676659166,155.10409750766811,54.66933602907119,3826.680092190113,455.8068572184221,129.72,326.0868572184221
118,25.01,813.6129050202869,1564.9324525187037,20.00253862879015,4.234029107840205,1.926373137503685,148.02763745290952,168.5197473483244,1.5300059728859754,0,1,0,9.257599056705535,3.2495610096664045,1,0,0,0,0,101.97693632711554,150.61775082071122,9705.831464396151,475.63570492839756,352.23,123.40570492839754
88.24,26.88,82.41619974278696,1637.7431451720288,16.522634064135286,4.976560968115201,0.17,163.72185071755626,178.51041049629399,1.0443947955181838,1,0,0,12.360444102737345,3.1654156394007718,1,0,0,0,270.61171852796326,266.55970832722164,160.8995591897704,8498.590367382749,458.8446932264146,119.02,339.82469322641464
119.17,35.3,719.6132571545891,1328.9344684303096,20.057589622743283,3.909013126464354,0.17,367.24338293740635,240.2565643140746,1.0333193180680829,0,1,0,19.371871797023836,3.116119971246056,0,0,1,0,440.4367081797011,251.5273150248398,298.25298779210175,10106.939619366183,496.6259476141476,232.81,263.8159476141476
118,25.01,502.6,1825.283807041168,19.04,4.309536386758654,0.17,244.01999999999998,201.686,1.215841788594004,0,1,0,7.012890015425231,3.2,1,0,0,0,385,69.84914807142422,225,3458.686656491216,496.6259476141476,291.55,205.0759476141476
120.68,29.93,678.079488331771,1008.7390206340144,15.126098596001507,5.0342032964516,0.17,777.5761949216344,213.0784061799924,1.3616849700711302,0,1,0,12.176952010572355,3.3334361062933553,1,0,0,0,259.4456575755536,201.55822074534217,254.18423852462752,10522.943136630554,496.6259476141476,154.69,341.9359476141476
119.41,35.45,225.65547694325915,1277.7246919536087,14.390700642094941,4.987323370040045,0.17,300.0289803984415,185.54485695851767,1.598371854177075,0,1,0,12.940161760650188,3.5215367001645084,1,0,0,0,491.5661045606973,201.64938453699864,181.83530045138258,3969.1548107290228,496.6259476141476,274.53,222.09594761414763
113.78,23.16,0,1580.2,22.48,5.7,0.45,72,133,0.68,1,0,0,3,3,1,0,0,0,150,150,150,0,754,754,0
117.88,25.3,704.742852545882,1260.544474434508,18.45896803447571,4.064593408022412,0.17,208.7123998857037,210.29540746178284,2.641394804647506,0,1,0,22.49326496596756,3.612486709215481,1,0,0,0,231.91375658206292,122.91546491820132,238.80087084655364,9824.367895813934,484.77719644888094,150,334.77719644888094
116,28.37,39,1630.9,19.2,3.88,1.33,63.52,203.66,2.27,0,1,0,7,3,1,0,0,0,450,97.2,163.8,0,489.33,489.33,0
119.38,28.58,593.4654758284012,1125.2175630807742,17.81630872763454,4.730526131391678,0.17,259.8472220830139,185.1450533146713,1.143717505026051,0,1,0,15.714272912779249,3.7865257217300567,1,0,0,0,280.6336189442967,235.68893554377252,420,7553.86360205257,496.6259476141476,147.75,348.8759476141476
106.79,22.33,468.3,1386.3799999999999,16.25,4.074,0.17,135.41,232.593,1.565,0,1,0,7.300000000000001,3.1,1,0,0,0,238.75,63.366705539710566,97.23139321950148,1949.9,496.6259476141476,245.88,250.7459476141476
113.78,23.16,0,1580.2,22.48,5.7,0.45,72,133,0.68,1,0,0,3,3,1,0,0,0,450,75,150,0,604.33,604.33,0
119.57,27.21,1009.8613950270178,1761.8813408790618,22.7163436592239,3.85455658842663,0.17,764.3705677673514,190.61618509200653,1.6196192810637609,0,1,0,12.955322386759152,3.196471362970853,1,0,0,0,405.77296204520457,154.62729149945517,250.65564257498605,9632.731243408494,496.6259476141476,350.18,146.4459476141476
120.067,30.22,230.25934414744114,1484.5987714519172,17.423307105074233,4.0189063050519875,1.238887703118722,194.08024163100418,237.32712083394196,1.5227045479983448,0,1,0,23.274627718176653,3.0346850005472294,1,0,0,0,0.22695819136855278,84.13617491482114,84.13617491482114,1811.4118685815224,486.1867677937364,296.33,189.85676779373642
106.79,22.33,400.15000000000003,1558.5473975398825,15.242014330910319,3.972,0.17,140.34468817554261,224.27149999999997,1.3554214195412324,0,1,0,7.68141348751918,3.2127191110998456,1,0,0,0,226.3208099641383,71.80881959598887,93.96484171948248,4874.75,496.6259476141476,267.18,229.4459476141476
116.78,23.81,1024.8376840269482,1287.745753849291,19.802207978733602,4.92930843069201,0.17,800.7527149928853,219.55900420759767,1.0793737366066891,0,1,0,6.764415317100494,3.1976996636415422,1,0,0,0,371.2406644285523,236.71663142646582,284.35395090362846,5728.635910890787,496.6259476141476,217.52,279.10594761414757
119.36,28.56,223.16482178249944,1095.266981150817,16.92904952092393,3.95378112068448,0.17,360.56327148613224,243.5346332175016,0.9146793780336515,0,1,0,16.413138117291055,3.2315040298891216,1,0,0,0,226.16739257538146,199.1975069560966,199.5165595050227,10921.492752386317,496.6259476141476,188.01,308.6159476141476
118.23,25.44,680,1574.63,18.49,4.4,1.22,14.4,196,2.15,1,0,0,7,3,0,0,0,1,270,0,75,3000,695.67,695.67,0
119.6,27.17,902.0002290558493,1104.729919102856,18.01707336232411,4.067739120987754,0.17,835.2536781091885,224.38762395067735,1.6377282099917019,1,0,0,20.98217489364018,3.5654036437168726,0,0,1,0,333.0173060341608,112.59716128308116,278.6081842824583,11286.99283610532,458.8446932264146,344.84,114.00469322641464
119.37,28.57,285.91792545299467,1243.8642626014732,19.63268331255931,5.318039062800475,0.17,109.22854790707134,225.46912112340803,1.3147661147794998,0,1,0,7.825956732321394,3.7861810296107574,1,0,0,0,509.2175523858168,190.60464322437883,209.44485103793326,14022.777450872261,496.6259476141476,147.75,348.8759476141476
88.24,26.88,365.3992787086487,1800.1399052955924,15.04,5.236341145513262,0.18517849415319998,240.01999999999998,169.2913407619633,0.949845644211013,1,0,0,15.399999999999999,3.2,1,0,0,0,167.5379902387688,45.8439310182121,94.15669665685381,3150.007038220251,458.8446932264146,100.49,358.3546932264146
106.18,29.13,527.1274938733857,1167.1770285021566,18.920236987544513,4.010837596443283,0.17,241.9189394415439,159.9387191507987,1.4827040025150555,0,1,0,14.323136576793452,3.7377357751178435,1,0,0,0,0,83.67644797043073,1.3651274239435995,3700.8857686959404,515.8256406885992,343.96,171.86564068859917
119.36,28.56,244.98339448116536,1355.0463202763324,17.932515570982734,4.603572568360551,0.17,460.717793533258,161.98135438419757,1.1728959288248717,0,1,0,7.469408467819248,3.3505235148137005,1,0,0,0,271.2332654689387,336.5012027396905,363.50859592876634,8393.553532255726,496.6259476141476,90.45,406.1759476141476
119.37,28.57,365.6798960414886,1478.977516214148,15.90558083776336,4.465384816996066,0.17,746.3779641164654,174.24748768220056,1.5663383028698026,0,1,0,13.95727176693239,3.61168074756238,1,0,0,0,308.04227674621256,242.72440921322232,348.76677433397157,14838.866065443643,496.6259476141476,250.68,245.9459476141476
116,28.37,749.1980470682121,1390.4050145293163,19.258953350616572,3.70715706401627,0.17,776.5245642591321,231.23430636187277,1.6116594814348137,0,1,0,18.76409002039119,3.7022291996433516,1,0,0,0,269.84878004338464,279.37532046698107,176.83589325066822,19499,496.6259476141476,439.11,57.51594761414759
119.41,35.45,636.8446309853896,1011.1587329702156,15.373456179503112,4.760166284188774,0.17,242.67735453846996,215.82606432807282,1.4859301195015706,0,1,0,12.263941365329451,3.2848529565336038,1,0,0,0,189.7357682539241,9.499679501978356,253.57886912069387,7525.028381424425,496.6259476141476,108.62,388.0059476141476
113.37,23.16,404.25676004630895,1799.304754562849,21.240231607577353,4.733338407759075,0.17,396.6866385864218,210.83691382412135,1.2684409863878705,0,1,0,17.959903831676215,3.6216795155031223,1,0,0,0,276.70063524546,187.2317992355334,188.13570587051697,7618.1871462043355,496.6259476141476,299.15,197.47594761414763
116,28.37,39,1721.95,18.81,3.88,1.33,63.52,203.66,2.27,0,1,0,7,3,1,0,0,0,450,97.2,163.8,0,597.33,597.33,0
118.43,26.63,751.978704832637,1649.5162612686308,18.010818305620745,4.733887998473358,0.17,196.8463023614786,256.1084607284234,1.565227479219336,0,1,0,11.448587214012523,3.4780410031044964,1,0,0,0,106.24855490837831,31.06669661081628,119.88867886415376,3011.212862501521,496.6259476141476,143.35,353.27594761414764
119.37,28.57,1083.2019899451507,1332.4336235326234,18.115353480377102,4.8362860059421875,0.17,469.6552311890544,179.68100303424077,5.496020836258703,0,1,0,24.15519719435706,3.493426396177722,1,0,0,0,0,327.8668892272762,327.9717232916694,10396.820229153836,493.9243034492927,90.45,403.47430344929273
88.24,26.88,1176.938086321831,1270.5706126606149,13.375730678832012,5.529081055179122,0.17,823.2327317778097,154.13990061480382,2.498188514076024,1,0,0,20.37291744145267,3.6516582642683266,1,0,0,0,379.9841711939453,71.4445372256571,238.32656998904497,7434.779033314555,446.99594206114807,119.58,327.4159420611481
120.68,29.93,324.66449368546927,1199.2430478442552,18.374250600730146,4.060761178763554,0.17,347.1319109333916,264.075944455887,1.3615544925865433,0,1,0,11.197072234617476,3.1816944777037874,1,0,0,0,443.1338545744163,254.16046263411403,171.32491339016704,6998.217943542037,496.6259476141476,221.24,275.3859476141476
116,28.37,1010.2700408487353,1485.7312595132248,14.792503364499368,4.280932503599255,0.17,550.2635562850472,197.0830607375033,1.4434686665144685,0,1,0,9.258479825669003,3.4004146257924424,1,0,0,0,292.6916080096951,162.19148029389515,140.5521230552818,7799.713527292677,496.6259476141476,305.78,190.84594761414763
119.17,35.3,562.9785479070583,1089.8066161356257,17.027701835449324,4.861508152172871,0.17,375.5428819394813,272.8850356199922,2.5404170073869436,0,1,0,9.569978698076916,3.29862844707694,1,0,0,0,344.4770970892044,146.5840548027281,159.49668966255564,6476.059753232015,484.77719644888094,236.18,248.59719644888094
106.98,25.74,608.9113775972307,1722.4028415733098,15.099763783294527,4.22511848299058,0.17,185.86379141344037,227.69958957765996,1.5541584354741294,0,1,0,19.155044187583282,3.7838205222811245,1,0,0,0,184.04989223051098,329.98643993015247,80.24581825035915,3067.0528197945437,496.6259476141476,353.78,142.84594761414763
119.17,35.3,145.30167292474238,1341.3437650805388,17.50288264434885,4.736897153678537,0.17,519.7895468836764,156.36340609948513,2.5476875977650804,0,1,0,16.611992417235935,3.6436432268865273,0,1,0,0,0,144.33000445009907,128.9249678659121,12060.409000698572,503.8404695028613,216.95,286.8904695028613
118,25.01,392.97891198523723,1142.3102690852475,22.234962662705765,4.385750814095058,0.17,188.7424085259133,209.02815842629212,1.6438076327800586,0,1,0,16.506341368898244,3.0812233544761867,1,0,0,0,87.22773327975828,51.8623823906979,63.28882021379833,2598.3976830282504,496.6259476141476,317.77,178.85594761414762
119.38,28.58,497.6549886503706,1191.4102120920008,19.02097531831734,4.716252994225206,0.17,346.8180609119634,250.9057346949676,1.5336580653793916,0,1,0,15.255138054497305,3.302967186692882,1,0,0,0,330.5862338904912,306.94623072521,307.03381085826237,8484.07436979766,496.6259476141476,87.79,408.8359476141476
113.37,23.16,1144.1668499882323,1503.5682700775703,13.46731469864776,4.056069321105046,1.5080264699921826,961.9277663972233,132.09937217714725,1.0814056472333922,0,1,0,22.71072364385014,3.829999214858662,1,0,0,0,197.2858270029916,236.47650214654337,248.41977654049865,14082.510150127482,455.8068572184221,376.39,79.41685721842214
113.33,28.46,455.94808383431354,1573.1293081717668,18.57754787577901,4.595361803595542,0.17,707.8466894084921,156.6672603614527,1.248032597836332,0,1,0,7.3190596895587525,3.701570200061561,1,0,0,0,521.0813490032664,140.33036821593572,138.78181374128377,16179.063503110005,496.6259476141476,124.41,372.2159476141476
106.79,22.33,468.29183934563065,1727.2218958816852,19.257456032615536,4.14019877575261,0.17,234.82417343205157,218.55101186288664,1.4759753868854601,0,1,0,7.426954017537848,3.501625966268597,1,0,0,0,284.29122462390325,33.497561041579374,56.90670222860129,3644.523213702967,496.6259476141476,196.08,300.5459476141476
120.68,29.93,581.2664415547371,1556.1649473912769,19.43231519806379,5.263274723567787,0.17,607.4383499172133,154.99162728224485,1.6176195025339666,0,1,0,13.651229433989865,3.5376155952957777,1,0,0,0,441.56541346606366,161.3822538687093,277.66095191618876,10202.764625748203,496.6259476141476,69.93,426.6959476141476
118.43,26.63,852.8935631386607,1179.6986331851494,17.039322876007724,4.630968561473458,0.17,413.6478722594709,147.42295634850618,1.6086448894717214,0,1,0,19.66995223075604,3.611333830549196,0,1,0,0,259.2501102358102,164.44202261979336,306.82715838262055,8665.586661177203,496.6259476141476,168.48,328.14594761414764
119.17,35.3,753.4636694612954,1107.1222928202956,15.52311331321232,4.83242310941716,0.17,597.6747400448112,220.3057905762323,0.7756303244168609,0,1,0,21.675401068754425,3.887741104006311,1,0,0,0,317.72293809087984,152.99971215121042,130.33187739480073,8690.883130427703,496.6259476141476,238.9,257.7259476141476
120.68,29.93,223.21395412315815,1162.6165469170076,16.8804385712712,4.2159170665987595,0.17,577.1827057740027,240.91520490471314,1.0980749182670158,0,1,0,20.697872464010988,3.517539946201305,1,0,0,0,584.6311584695185,110.63012144073845,127.71507661869275,8440.410969181426,496.6259476141476,93.48,403.1459476141476
119.38,28.58,466.47226623207695,1518.0889807129467,16.849007631311306,5.187014232344063,0.17,330.08368112129244,135.20522650337827,1.5550744913133214,0,1,0,20.162021015440732,3.661366754160303,1,0,0,0,545.8167080593921,273.41133844853977,219.47495055911793,6000.279319982321,496.6259476141476,250.68,245.9459476141476
119.38,26.68,504.53359605602014,908.9900250182325,16.711101079106935,3.9148673320893814,0.17,540.5164023902607,158.36994409489517,1.5379519422618062,0,1,0,13.858071666080544,3.520707436363782,1,0,0,0,217.27980148483235,223.63829014195855,130.49976667629332,13889.897750090044,496.6259476141476,153.93,342.6959476141476
120.52,29.74,484,1466.2,17.83,3.66,2.72,29.9,189.15,2.35,0,1,0,10,3,1,0,0,0,450,163.64,90.74,0,584.06,584.06,0
113.78,23.16,0,1580.2,22.48,5.7,0.45,72,133,0.68,1,0,0,3,3,1,0,0,0,450,0,0,0,631.27,631.27,0
116,28.37,150.5673923015934,1626.6404734399666,14.063298228716597,5.250607144876264,0.17,141.86383682962116,181.89637779918306,0.8987477393365992,0,1,0,5.12974066887566,3.101822185692061,1,0,0,0,600.2000758035425,275.6036272630963,213.6571571068464,5496.607790845552,496.6259476141476,366.44,130.1859476141476
120.52,29.74,1074.2164123856996,1165.044345052011,14.354293937310354,4.15926353478388,0.17,313.05589826124833,215.81106748987295,1.6459816717551652,0,1,0,16.4691731521952,3.2056488919951316,1,0,0,0,553.4078611330733,120.94238364348429,132.38697077698833,11595.707423152831,496.6259476141476,433.91,62.71594761414758
120.067,30.22,500.80389191295893,861.1567110990244,16.984286809498055,5.7,0.17,331.6289179742984,178.0941546870437,1.6041970118563011,0,1,0,9.708957902837042,3.423918646703818,0,1,0,0,471.1432862097954,179.73005120006732,358.07278301262824,9645.809864366896,496.6259476141476,216.2,280.4259476141476
119.37,28.57,448.76089543273775,1205.841390071516,14.484098573516697,4.457367034090759,0.17,627.6649531153106,174.75510335278577,1.3364070328546203,0,1,0,20.872944676745103,3.9460340055652257,1,0,0,0,570.3651043239321,216.52086897599915,306.6551792525021,5951.109765753155,496.6259476141476,129.72,366.90594761414764
103.5,29.67,474.1060917391367,1591.865223224848,16.73525426483728,4.60637817525422,2.2388019624423046,135.30508028831946,181.29399430238675,1.2824831807793122,0,1,0,12.652936973282726,3.138516400061241,1,0,0,0,329.50645152479086,114.14433975678594,0.45119056709418714,1835.387925000852,456.07141449536954,131.54,324.5314144953695
100.98,22.787,1112.9151374886687,1606.712100040364,18.414011199673695,4.840310166565127,0.17,209.6219328839179,264.4750108980844,1.5123438802716067,1,0,0,18.11033624997373,3.106223309738622,0,1,0,0,134.3877258182021,65.01337069900438,62.65724484757126,16852.272772941134,458.8446932264146,255.21,203.6346932264146
116,28.37,610.5091704099463,1859.4584146756058,17.48395639038405,4.721747811520115,0.17,34.64439529900049,130.05040994111778,1.4471506244833048,0,1,0,2.357671339556883,3.15294326092106,1,0,0,0,578.0755547609131,220.32723645299495,85.08117505693363,5014.343303344409,496.6259476141476,401.78,94.84594761414763
119.37,28.57,615.4314263999904,1493.349715708489,16.750195865501375,4.362816895852112,0.17,417.91948052112934,228.77073907493684,2.5435853081885904,0,1,0,13.695352531244573,3.6735717215865957,1,0,0,0,464.6019698825427,159.9039305839633,296.2297523369715,12600.861073753347,484.77719644888094,188.01,296.76719644888095
